codigo;municipio;estado;pais
202;FERREIRA GOMES;AMAPA;BRASIL
200;CALCOENE;AMAPA;BRASIL
257;BELMONTE;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
286;CAMAMU;BAHIA;BRASIL
174;MANICORÉ;AMAZONAS;BRASIL
229;ANDARAI;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
253;BARREIRAS;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
242;ARATACA;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
228;ANAGE;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
224;ALMADINA;BAHIA;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
289;CANAPOLIS;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
253;BARREIRAS;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
173;MANAUS;AMAZONAS;BRASIL
173;MANAUS;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
242;ARATACA;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
224;ALMADINA;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
286;CAMAMU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
173;MANAUS;AMAZONAS;BRASIL
330;COTEGIPE;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
264;BONINAL;BAHIA;BRASIL
282;CAIRU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
228;ANAGE;BAHIA;BRASIL
228;ANAGE;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
137;ANORI;AMAZONAS;BRASIL
242;ARATACA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
264;BONINAL;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
137;ANORI;AMAZONAS;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
252;BARRA DO ROCHA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
224;ALMADINA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
107;POÇO DAS TRINCHEIRAS;ALAGOAS;BRASIL
210;PRACUUBA;AMAPA;BRASIL
282;CAIRU;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
200;CALCOENE;AMAPA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
137;ANORI;AMAZONAS;BRASIL
282;CAIRU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
335;CURAÇÁ;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
193;TAPAUÁ;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
289;CANAPOLIS;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
107;POÇO DAS TRINCHEIRAS;ALAGOAS;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
282;CAIRU;BAHIA;BRASIL
282;CAIRU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
304;CARDEAL DA SILVA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
264;BONINAL;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
224;ALMADINA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
286;CAMAMU;BAHIA;BRASIL
264;BONINAL;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
286;CAMAMU;BAHIA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
264;BONINAL;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
137;ANORI;AMAZONAS;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
282;CAIRU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
335;CURAÇÁ;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
257;BELMONTE;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
224;ALMADINA;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
193;TAPAUÁ;AMAZONAS;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
289;CANAPOLIS;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
156;EIRUNEPÉ;AMAZONAS;BRASIL
224;ALMADINA;BAHIA;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
173;MANAUS;AMAZONAS;BRASIL
286;CAMAMU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
236;APORA;BAHIA;BRASIL
107;POÇO DAS TRINCHEIRAS;ALAGOAS;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
282;CAIRU;BAHIA;BRASIL
282;CAIRU;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
304;CARDEAL DA SILVA;BAHIA;BRASIL
142;BARREIRINHA;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
264;BONINAL;BAHIA;BRASIL
137;ANORI;AMAZONAS;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
210;PRACUUBA;AMAPA;BRASIL
224;ALMADINA;BAHIA;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
156;EIRUNEPÉ;AMAZONAS;BRASIL
224;ALMADINA;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
289;CANAPOLIS;BAHIA;BRASIL
156;EIRUNEPÉ;AMAZONAS;BRASIL
286;CAMAMU;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
137;ANORI;AMAZONAS;BRASIL
282;CAIRU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
257;BELMONTE;BAHIA;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
174;MANICORÉ;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
193;TAPAUÁ;AMAZONAS;BRASIL
198;URUCURITUBA;AMAZONAS;BRASIL
186;SANTO ANTÔNIO DO IÇÁ;AMAZONAS;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
156;EIRUNEPÉ;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
286;CAMAMU;BAHIA;BRASIL
330;COTEGIPE;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
242;ARATACA;BAHIA;BRASIL
257;BELMONTE;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
122;SÃO MIGUEL DOS MILAGRES;ALAGOAS;BRASIL
229;ANDARAI;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
114;SANTA LUZIA DO NORTE;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
122;SÃO MIGUEL DOS MILAGRES;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
122;SÃO MIGUEL DOS MILAGRES;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
231;ANGICAL;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
985;ITAMARAJU;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
179;NOVO AIRAO;AMAZONAS;BRASIL
223;ALCOBACA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
155;CODAJÁS;AMAZONAS;BRASIL
223;ALCOBACA;BAHIA;BRASIL
223;ALCOBACA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
114;SANTA LUZIA DO NORTE;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
186;SANTO ANTÔNIO DO IÇÁ;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
126;SENADOR RUI PALMEIRA;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
223;ALCOBACA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
199;AMAPA;AMAPA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
205;MACAPA;AMAPA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
205;MACAPA;AMAPA;BRASIL
217;ABARE;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
186;SANTO ANTÔNIO DO IÇÁ;AMAZONAS;BRASIL
286;CAMAMU;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
223;ALCOBACA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
217;ABARE;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
205;MACAPA;AMAPA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
120;SÃO LUÍS DO QUITUNDE;ALAGOAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
228;ANAGE;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
289;CANAPOLIS;BAHIA;BRASIL
155;CODAJÁS;AMAZONAS;BRASIL
155;CODAJÁS;AMAZONAS;BRASIL
173;MANAUS;AMAZONAS;BRASIL
228;ANAGE;BAHIA;BRASIL
173;MANAUS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
242;ARATACA;BAHIA;BRASIL
106;PIRANHAS;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
253;BARREIRAS;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
291;CANAVIEIRAS;BAHIA;BRASIL
179;NOVO AIRAO;AMAZONAS;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
180;NOVO ARIPUANA;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
146;BOA VISTA DO RAMOS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
179;NOVO AIRAO;AMAZONAS;BRASIL
217;ABARE;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
279;CAETANOS;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
279;CAETANOS;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
178;NOVA OLINDA DO NORTE;AMAZONAS;BRASIL
236;APORA;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
985;ITAMARAJU;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
200;CALCOENE;AMAPA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
970;IRAMAIA;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
985;ITAMARAJU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
200;CALCOENE;AMAPA;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
264;BONINAL;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
144;BENJAMIN CONSTANT;AMAZONAS;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
231;ANGICAL;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
200;CALCOENE;AMAPA;BRASIL
289;CANAPOLIS;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
193;TAPAUÁ;AMAZONAS;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
144;BENJAMIN CONSTANT;AMAZONAS;BRASIL
144;BENJAMIN CONSTANT;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
282;CAIRU;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
145;BERURI;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
179;NOVO AIRAO;AMAZONAS;BRASIL
324;CONTENDAS DO SINCORÁ;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
179;NOVO AIRAO;AMAZONAS;BRASIL
264;BONINAL;BAHIA;BRASIL
179;NOVO AIRAO;AMAZONAS;BRASIL
236;APORA;BAHIA;BRASIL
257;BELMONTE;BAHIA;BRASIL
171;MANACAPURU;AMAZONAS;BRASIL
114;SANTA LUZIA DO NORTE;ALAGOAS;BRASIL
865;IPIAU;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
865;IPIAU;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
340;ELÍSIO MEDRADO;BAHIA;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
200;CALCOENE;AMAPA;BRASIL
340;ELÍSIO MEDRADO;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
233;ANTAS;BAHIA;BRASIL
186;SANTO ANTÔNIO DO IÇÁ;AMAZONAS;BRASIL
186;SANTO ANTÔNIO DO IÇÁ;AMAZONAS;BRASIL
257;BELMONTE;BAHIA;BRASIL
174;MANICORÉ;AMAZONAS;BRASIL
174;MANICORÉ;AMAZONAS;BRASIL
174;MANICORÉ;AMAZONAS;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
242;ARATACA;BAHIA;BRASIL
158;FONTE BOA;AMAZONAS;BRASIL
137;ANORI;AMAZONAS;BRASIL
137;ANORI;AMAZONAS;BRASIL
158;FONTE BOA;AMAZONAS;BRASIL
158;FONTE BOA;AMAZONAS;BRASIL
229;ANDARAI;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
286;CAMAMU;BAHIA;BRASIL
176;MAUÉS;AMAZONAS;BRASIL
297;CANSANÇÃO;BAHIA;BRASIL
210;PRACUUBA;AMAPA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
189;SAO SEBASTIÃO DO UATUMA;AMAZONAS;BRASIL
224;ALMADINA;BAHIA;BRASIL
282;CAIRU;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
166;ITAPIRANGA;AMAZONAS;BRASIL
236;APORA;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
241;ARAMARI;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
275;CABACEIRAS DO PARAGUACU;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
286;CAMAMU;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
224;ALMADINA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
177;NHAMUNDÁ;AMAZONAS;BRASIL
229;ANDARAI;BAHIA;BRASIL
229;ANDARAI;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
202;FERREIRA GOMES;AMAPA;BRASIL
229;ANDARAI;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
222;ALAGOINHAS;BAHIA;BRASIL
865;IPIAU;BAHIA;BRASIL
236;APORA;BAHIA;BRASIL
